mirna,2c658173-1941-45fe-baf5-ab67dfbcdfff,9c6e6db1-4096-47e2-9b77-abd2b4c7d180,ed3fd3e3-1b78-4a4f-8419-f4111c8c5c73,70c76e2f-3ce4-4864-8935-eaa51605612a,c1c6a9a5-73f2-414a-896d-4d3e564f6e59,133ae78e-fd83-4a13-9de6-28dbbe8e37c7,1540ed84-19b0-49d5-a728-3b04a29abe8a,5f2f42c5-e9d1-4a47-86a7-fd19308eca52,f1394f51-c3ab-45e8-87a2-fe641f00518e,2bb3034f-d37a-4eb4-b633-a3952ab947dd,44326a5f-517c-4e99-a8ac-eea1bdf44eeb,8da07768-f3a7-4529-b042-bf2648999e91,09ace4e7-5c45-4492-b97c-46aa467820aa,a9b9b321-f00e-4cdc-8b8c-92a377f89572,fdca715e-de7b-45e6-8cd8-3069bfbff602,b5db0bf7-8c2d-41d8-814a-8eee45608c50,4d4bb419-1f68-4c6e-92dc-bcfc0cc7c8e8,28d07a0a-b5ea-4ec0-b831-e80e060ef49c,dbb0837c-5ba2-4b10-bb93-a832fa11f481,d91020aa-3661-4b53-bbe4-e9677678736b,22879c27-d2a7-43cb-bebf-4fb3379003d9,63970639-a366-42e8-aa18-d072a9fc1770,17b53839-6c06-48cd-8829-0dd7499eec4e,af417154-4a8e-4c16-b65d-3f912189daa3,6f440be3-01eb-41c7-a80e-1c25310d3664,d51d209c-1403-49e9-a9b7-3c36659b64a9,bcf59ef3-e66b-49b6-92a8-478097e710c2,94e3b26a-8ffe-4ad7-b432-d7c7be4b5028,2db0a3fd-2399-4bfb-b676-2b19c197f391,309f6763-b665-495e-91b2-07007d5cdf04,0759b027-a95e-4679-9262-cd32edbc9490,d0766295-77cb-446a-9ebe-4820f57a8d36,0cd9169f-e533-4da9-8ed4-e56435fa4dc7,4054a92c-e4c6-4742-99fc-2e9bc0b99ed5,24a6594d-c21e-45e3-9863-f6b7e304f21c,50db711e-b2eb-4b33-ae9f-48ce6d860a48,a257fbd4-8d85-459a-984c-83040a164db6,19943aa8-5fe4-475c-8398-529ce6c0a3c3,7037419d-af1b-4420-a855-6af478e6e31a,33f500d7-0967-4bbf-9b40-d1d6ff8e3e3a,2d2554be-a947-4b7c-90b8-be1b4a0bd943,ea6594eb-a7a7-4aa9-a6b3-28a312c3adb4,e6d69ef2-2ae5-4a6c-b162-6eb465953c88,91cf017e-0026-4939-b9b0-151b13397092,21589a6c-f540-4927-ae32-cc626844aa9c,36091e7d-21aa-4471-bd96-8fd4d93c03ff,90879f6d-e07a-480d-ab46-5e654b2c8030,5608dff0-72ab-468c-b25f-d411ad581052,6d88ce71-ecd1-4edf-8935-ea9137ed1ef1,a416945e-cd2d-43f6-aeff-d35cb66684df,6f2d4c85-893f-40ed-8ec1-a03b53ec59c1,641c7068-0f33-42dd-a4fe-cafb541826ee,dc731794-8d31-4fb8-a4a5-c894e788fa0b,28a15efb-f538-41fd-9517-0fb86cae338b,79ab1074-d958-4de9-98a6-934277350b07,6fef6e45-aa6e-41e6-98b1-5dbb9a67b31f,f2c479c0-f730-4751-a83c-8be312ea9f04
hsa-mir-1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1254-1,0,1,0,0,1,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2
hsa-mir-1254-2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1
hsa-mir-1255a,0,0,0,4,0,0,1,0,2,1,0,2,1,3,2,1,4,2,2,0,2,0,3,0,2,2,1,0,1,0,1,3,1,1,0,1,2,1,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,2,1,0,2
hsa-mir-1255b-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1255b-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1256,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
hsa-mir-1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1258,9,1,5,8,14,5,0,40,22,6,20,59,7,23,16,24,22,7,6,27,6,8,6,0,1,6,6,33,9,20,13,3,32,2,5,7,41,11,8,12,2,8,55,5,11,2,7,1,5,10,29,6,23,20,10,6,13
hsa-mir-125a,2008,6561,6535,3714,4412,5556,7000,4203,4176,2296,4961,3508,1683,7394,3414,2291,3823,4873,3039,1668,1894,1589,1702,3134,4365,4167,2605,1809,2240,2762,8689,4832,4369,4546,4838,3818,2135,9180,1813,2147,3178,2005,489,4969,4491,3039,4320,1561,1786,3136,3878,3266,2506,3961,2623,11169,2805
hsa-mir-125b-1,2223,5214,5190,2654,3661,5102,6525,5489,3670,1985,4279,3578,1042,9281,2961,2301,3048,4889,1996,1459,2166,1459,1445,1947,4339,3752,2636,1864,1408,2982,8938,4586,3632,2708,6334,3681,1449,10218,1335,1462,2019,1699,438,4962,4696,3271,3903,479,1885,2705,4680,2213,3334,3078,1885,12079,2389
hsa-mir-125b-2,2482,5447,5242,2763,3695,5319,6648,5940,3724,2085,4416,3756,1189,9342,3088,2558,3219,5120,2094,1554,2351,1329,1447,2195,4337,3886,2807,2035,1474,3208,9229,4843,3740,2728,6408,3817,1649,10424,1346,1395,2108,1811,450,4990,4941,3350,4062,558,1969,2926,4993,2414,3620,3232,2146,12404,2332
hsa-mir-126,10477,2962,11061,42943,36123,18722,47572,14333,17647,3787,10823,12353,3915,20731,21048,7958,28563,18123,12198,9401,8112,3951,17016,11095,11717,18634,11150,9864,11794,11093,29378,29517,32957,9718,9002,9316,8052,18235,27782,34019,14167,9101,3305,24010,15882,9337,8795,6158,7924,7024,23384,5834,13800,45710,11514,21668,11619
hsa-mir-1260a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1260b,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1262,10,5,5,2,4,7,1,5,2,3,10,9,8,12,1,8,7,2,2,2,11,0,6,4,2,11,2,4,2,6,6,2,7,6,4,4,7,9,4,4,5,4,3,4,7,5,1,0,2,3,4,5,9,0,14,21,6
hsa-mir-1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1266,28,5,23,25,34,12,33,29,27,23,29,33,26,22,22,28,32,24,12,15,30,7,17,22,12,20,26,29,6,27,26,25,36,15,19,19,9,23,17,26,15,22,16,10,41,10,43,60,4,24,17,34,12,21,27,44,17
hsa-mir-1267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1268a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1268b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1269a,0,5,9,0,2,4,0,3,0,0,4,1,0,1,0,12,5,1,0,0,0,0,10,0,0,10,3,0,45,7,0,0,9,1,0,0,2,0,0,0,7,0,0,11,0,0,4,0,1,0,14,3,0,2,0,1,2
hsa-mir-1269b,3,2,1,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
hsa-mir-127,7779,4546,8409,6856,4967,12622,1981,6788,3428,1391,3750,3192,2377,3308,2983,4221,3365,5605,1473,1260,7396,817,780,3382,2621,5706,2352,1557,1164,2477,12001,2657,5796,1794,3164,2074,1878,2784,3025,2690,1451,6694,1523,1647,6078,2039,3219,1079,1903,3853,6275,1305,2406,1203,3338,5513,5075
hsa-mir-1270,0,2,5,15,8,1,4,4,6,1,4,6,4,4,7,3,3,2,5,2,6,1,2,1,3,3,2,0,3,1,12,2,7,0,3,2,1,7,8,5,3,4,2,9,5,5,3,0,1,2,5,4,6,8,2,8,5
hsa-mir-1271,16,32,37,21,14,24,30,17,17,5,6,27,6,20,15,6,10,12,5,14,15,5,11,31,8,28,12,13,8,7,29,20,19,15,19,11,10,37,23,20,7,14,3,18,17,10,8,5,12,11,17,6,28,17,26,44,12
hsa-mir-1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1273a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1273c,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-mir-1273d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1273e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1273f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1273g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1273h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1275,1,1,0,0,0,1,0,0,1,0,2,2,0,1,0,1,1,1,0,0,1,0,0,3,1,2,1,1,0,3,2,2,0,0,1,0,1,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,1,0,0
hsa-mir-1276,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0
hsa-mir-1277,2,2,2,3,0,1,1,0,1,1,0,1,2,1,0,0,3,1,3,0,0,0,1,2,1,1,2,3,1,0,2,2,0,0,0,3,0,0,3,1,0,0,0,0,1,0,0,3,0,3,2,0,1,3,1,1,2
hsa-mir-1278,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-128-1,116,188,160,98,131,184,106,192,152,77,128,107,108,121,144,145,111,186,115,48,134,36,126,197,71,122,75,103,115,153,140,101,163,80,69,92,84,119,144,88,86,141,38,118,167,62,156,105,68,118,224,76,68,110,120,162,123
hsa-mir-128-2,72,114,104,77,104,117,80,85,96,36,68,62,57,74,99,97,85,103,69,26,76,22,78,123,44,71,42,58,104,102,110,57,98,53,34,49,59,79,82,40,61,82,22,73,61,35,94,63,49,51,118,46,57,102,60,79,91
hsa-mir-1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1283-1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hsa-mir-1283-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hsa-mir-1284,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1
hsa-mir-1285-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-mir-1285-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1287,110,85,100,83,161,185,86,124,134,39,68,146,43,100,101,62,124,137,72,43,114,25,92,122,47,145,54,43,134,147,167,79,139,40,57,95,64,102,120,58,62,106,87,151,134,44,97,78,44,57,109,75,103,146,99,169,109
hsa-mir-1288,2,0,1,0,1,1,1,0,2,2,2,0,2,0,1,3,2,1,1,2,0,0,1,0,1,1,1,0,1,1,3,1,2,0,0,0,0,1,3,2,0,2,0,0,1,0,1,1,0,2,2,1,4,2,1,2,0
hsa-mir-1289-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1289-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-129-1,16,41,4,0,14,28,5,18,7,3,6,4,4,2,3,19,21,8,4,6,10,4,1,5,1,24,9,3,1,7,36,11,7,4,3,5,4,17,2,1,0,22,2,1,12,7,28,6,4,21,9,4,1,0,25,7,11
hsa-mir-129-2,12,51,13,4,28,23,4,20,12,4,8,3,4,3,3,21,35,10,1,8,17,4,2,2,1,22,18,1,2,5,36,16,12,6,7,5,2,21,1,0,2,30,1,0,22,5,32,5,3,29,9,1,1,0,22,11,10
hsa-mir-1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1291,0,0,3,1,2,3,1,3,0,0,0,4,2,5,2,1,1,0,3,3,2,0,3,0,1,4,0,0,0,2,9,3,2,2,3,1,2,4,0,1,1,1,0,0,0,3,2,1,0,1,1,1,2,0,3,7,2
hsa-mir-1292,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,2,0,1,0,0,1,2,1,0,0,1,0
hsa-mir-1293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
hsa-mir-1294,1,0,0,3,1,1,2,1,1,0,0,1,0,0,2,1,2,3,1,0,0,0,9,0,0,1,0,1,0,0,1,1,4,0,0,1,0,1,7,0,0,0,2,0,0,1,0,0,0,0,0,1,0,3,0,0,0
hsa-mir-1295a,12,4,11,0,2,11,10,11,7,9,11,14,11,21,3,11,5,15,1,0,5,2,2,8,30,17,3,7,1,20,12,2,7,7,10,8,4,17,0,2,8,9,0,2,14,4,28,0,4,10,4,1,14,1,5,47,1
hsa-mir-1295b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,1
hsa-mir-1296,16,1,9,55,45,15,34,22,33,11,33,42,6,46,42,7,40,20,20,12,18,11,5,22,25,17,32,15,20,18,54,24,50,9,43,33,5,39,19,28,18,10,10,44,29,21,18,8,10,11,28,11,25,40,10,52,14
hsa-mir-1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1298,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-mir-1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1301,12,4,12,20,19,14,18,8,10,5,6,9,12,16,17,10,11,9,9,7,15,7,16,6,3,9,4,10,23,9,30,16,20,14,6,7,3,14,10,7,18,12,0,17,10,4,15,12,8,14,12,12,7,12,10,18,19
hsa-mir-1302-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1302-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1302-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1302-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1302-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1302-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1302-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1302-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1302-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1302-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1302-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1303,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hsa-mir-1304,1,0,0,2,1,0,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,16,0,0,2,1,3,0,1,1,1,0,0,0,2,2,0,1,5,1,0,0,0,9,0,0,0,3,2,2,2,0,0,0,25
hsa-mir-1305,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hsa-mir-1306,12,17,23,37,43,34,66,15,22,5,16,7,7,31,26,6,21,20,10,8,13,10,32,10,10,11,11,4,16,16,61,45,24,14,12,14,6,30,38,24,21,8,3,59,19,11,22,12,6,10,30,6,6,43,9,31,21
hsa-mir-1307,1123,1234,947,1559,1929,1000,2199,2228,2339,694,1115,1014,1037,1214,1753,883,1055,1653,1948,453,1583,442,1675,781,344,459,697,669,2011,800,1304,1187,2622,1188,545,611,478,821,1801,1153,2098,1117,324,2291,1312,530,1619,1563,696,1480,2107,1376,664,3018,815,740,1794
hsa-mir-130a,358,299,566,328,377,701,344,396,407,192,435,641,140,816,259,256,350,470,263,143,375,121,100,415,631,647,240,183,201,276,842,365,556,296,306,436,156,907,182,256,221,290,116,216,859,256,256,121,160,297,467,258,605,173,287,1403,199
hsa-mir-130b,24,9,33,61,41,37,28,19,13,2,23,22,18,22,21,17,23,18,24,18,20,4,16,16,40,18,16,16,20,10,59,30,38,9,16,8,10,27,40,34,9,19,8,36,24,12,20,61,12,14,28,7,21,24,23,39,34
hsa-mir-132,307,1393,511,207,145,924,141,236,178,84,156,188,142,233,119,248,121,254,128,54,801,57,58,158,213,322,137,94,92,207,1192,182,294,299,157,202,166,203,117,68,114,999,90,129,409,144,259,94,119,305,369,123,180,121,408,265,196
hsa-mir-1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1323,0,2,0,5,0,3,0,0,1,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,3,1,0,1,0,1,1,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-mir-1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-133a-1,8,3,0,49,54,13,28,7,18,2,7,2,2,5,36,9,18,18,5,11,1,4,9,6,11,4,12,10,159,4,13,11,96,8,1,8,2,6,20,195,9,8,2,19,13,3,10,4,10,8,10,11,11,109,3,9,7
hsa-mir-133a-2,2,4,4,44,42,14,23,6,14,6,1,7,4,2,32,10,14,24,7,7,2,2,11,5,6,8,11,6,153,0,10,13,85,11,2,5,5,3,16,173,10,6,3,12,4,1,4,3,11,5,12,13,4,100,2,7,11
hsa-mir-133b,0,0,0,10,4,0,4,1,3,0,0,0,0,1,6,1,2,3,1,3,1,2,0,3,2,0,4,3,31,1,1,5,14,1,0,3,1,1,2,47,0,1,1,3,1,0,1,0,2,0,0,4,0,16,0,1,1
