mirna,71f38728-5265-4317-a9da-95129726fe2b,74c57e6a-badb-4c90-817f-f265e9f0eae7,cba39ceb-4b7e-49cb-8b01-c44b7e70ad25,0b85120a-29ec-4948-9eb3-dbea5709cb31,2bff15a5-c2ca-4529-ba3a-3042c0de59f3,b789f2c1-a793-41c3-80b1-781e3fe6dbca,b2c1efd2-e611-4dc8-bde7-cb6c2286fdaf,e48a4127-695e-47d7-8949-db5e12abe3ff,b46f17b8-62c8-4882-9978-d9c4d1b02d3a,a1ed6dca-3f6a-4824-887b-70cadb2f720c,bc30ca6a-982b-4ba1-85a2-2e4adeba535a,eb05707c-be5a-4faf-ac42-7e5ca6af53e2,65126cbb-60a9-41d4-9fa5-6acd91bf53e1,c329df5e-f892-4e34-a575-947b80e0f6fa,ef99ae23-c33f-49f4-9757-7bb6d944b622,054d6883-9f0f-451e-a26d-cf0ff741afa4,4821e883-36ff-4203-ab40-e1343b3c7017,5a60bc87-bd7f-4e42-bdd5-cdb6af087758,1af6794a-2d3e-4a93-81e5-accc366c6922,191540a1-8853-4b2f-b7ff-2848bbee4c2b,5a41d026-6876-4db0-b8bf-a15fc771d1be,5c50f5de-8495-43d9-a6af-1a0cdec79f9e,99359a4e-5bd3-4a80-99a4-f00be159e0ea,1022aa8a-ff64-4756-b20f-43a12a53efc1,af68c263-395e-49d7-9595-024857785b06,e3476c1f-d114-40df-8968-a8f51a0b6484,ee84d78c-72dd-4b1d-ac4b-402c9b19d3c2,966f9637-a03c-41a8-9958-ea22ca86fed8,9e44b206-f1ff-4285-9dea-c848c7f47e9c,92c40bfa-1683-461e-bac4-6f573534d2e6,f16f009f-c863-43a8-94bf-f24ed4fde296,4328f48c-5c7d-4ec4-98fc-f4a28674c49f,d6c77415-a3c1-4627-a0ab-dacdac3db507,fa288f78-75ff-4f7a-aa86-3e99857e47e8,c5415243-f09a-4d9e-80d6-c1df7e6c9e3d,a5400877-bf80-4332-a111-8ef646135782,cd925bc2-7870-4fbd-829e-8797bd839539,98c6443e-64f7-438c-bbe1-bea65458e98b,31894502-e558-4758-9bf6-1181ccb38412,8b2999ed-78b2-4ced-adf4-b7ffbfee4b7f,41dbd6ab-871d-4ee4-be13-392b4995f6ce,937c07c2-b2a5-4b3f-a5e1-09edc7fa9bf5,2a3fd28d-255b-4079-8348-029bd0755803,3e0ad2f4-16c0-4c3f-a5c5-414e4f495b48,b7b6e492-59b0-45f5-aaff-051c2cab5ee8,3c41e7b2-52f5-4f92-9ab9-b92846e972ba,2e354ad2-e897-44e9-8c6f-341fc5d878ec,db7aa78b-4bb9-4d89-9219-bc93eaa277a2,3ef75f19-8b1a-4d77-a84a-f89e9869c0bb,94daa651-5d59-4a69-bfd0-b95e146cee04,2e1de344-442c-4c2b-929a-74021d92c95b,7e4b904e-cacd-4c36-a5ad-0923bec03578,428c71b7-7fa6-4b34-b85c-bc67329db834,7843d077-04e2-41d2-bd64-73edd83e9c1f,6f335026-6df0-43f8-8076-fb6534e4420f,fb898446-9ba2-47d5-b86f-41a424c6fc38,f9b88865-6e80-46ed-98aa-6d81ba5d4a02
hsa-mir-3179-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3179-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3179-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3180-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3180-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3180-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3180-4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3180-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3182,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3183,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-mir-3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3187,0,4,4,0,2,1,1,0,1,0,0,4,1,0,1,1,13,1,1,0,7,6,2,1,0,0,0,0,0,2,0,2,1,2,1,2,3,3,1,10,0,0,0,0,2,0,3,0,2,1,0,9,0,0,0,2,0
hsa-mir-3188,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
hsa-mir-3189,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hsa-mir-3190,3,4,5,0,1,0,2,0,0,6,0,7,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,2,3,0,2,1,0,0,2,1,1,2,3,0,0,1,2,0,1,0,1,1,2,0,1,1,0,1,1,0
hsa-mir-3191,2,2,1,0,3,1,4,0,0,0,1,0,1,0,2,1,1,0,1,1,0,0,0,2,1,0,0,2,3,4,1,1,1,1,2,4,3,1,3,2,0,1,2,1,0,0,2,5,5,1,0,7,1,0,1,1,1
hsa-mir-3192,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3193,1,0,1,0,1,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3194,0,2,2,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
hsa-mir-3195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3198-1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
hsa-mir-3198-2,1,0,0,0,1,0,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3199-1,1,0,0,0,4,1,3,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,2,0,0,0,0,0,1,2,0,1,1,0,2,2,1,0,4,0
hsa-mir-3199-2,2,0,1,0,7,4,13,1,3,1,6,2,0,0,0,1,1,3,0,0,1,2,2,2,2,0,0,0,4,1,0,3,2,1,1,1,1,4,3,0,1,0,4,0,1,3,1,0,0,4,0,1,2,0,0,2,0
hsa-mir-32,55,77,38,34,65,113,105,20,51,74,256,159,38,41,68,31,64,64,40,11,57,101,16,155,102,22,28,46,95,88,7,81,13,60,31,66,86,86,68,151,10,42,69,72,59,74,149,59,156,26,10,268,20,25,83,140,37
hsa-mir-3200,48,9,12,0,59,15,11,5,13,1,3,12,9,1,5,11,25,15,16,1,68,51,3,5,5,1,162,10,1,23,1,2,11,27,0,13,12,6,11,18,1,8,0,19,2,5,6,8,9,57,9,17,0,5,48,8,4
hsa-mir-3201,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3202-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-mir-3202-2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
hsa-mir-320a,1317,1235,524,316,758,1204,1243,763,169,281,985,700,580,203,335,419,695,725,577,457,511,1464,1436,748,384,364,836,396,603,1195,315,480,213,721,450,1508,992,706,903,1379,506,2043,311,1854,1645,297,841,700,1257,1746,654,1822,71,328,1248,771,779
hsa-mir-320b-1,3,9,1,2,7,8,4,6,0,4,7,7,2,1,3,1,4,4,6,3,3,9,7,8,3,2,4,3,3,6,3,1,1,2,0,9,6,4,4,7,0,21,4,9,6,1,4,2,10,11,2,10,0,1,8,3,1
hsa-mir-320b-2,7,10,0,3,10,9,5,16,1,3,18,15,1,5,6,4,5,7,6,5,2,12,15,9,3,3,5,4,3,13,0,4,1,6,2,7,7,7,7,17,2,29,2,19,21,2,9,6,18,6,0,15,0,2,10,1,1
hsa-mir-320c-1,2,0,0,0,0,2,2,2,0,0,1,0,1,0,0,1,2,0,0,0,1,2,3,1,0,0,1,3,1,0,0,0,0,0,1,2,3,0,3,0,0,4,0,2,0,0,2,0,1,0,0,0,0,0,3,2,0
hsa-mir-320c-2,2,2,0,0,1,2,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,3,0,1,0,0,0,2,2,0,0,0,1,1
hsa-mir-320d-1,4,5,2,2,4,3,0,0,0,0,1,8,2,1,1,2,0,0,0,0,0,1,2,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,2,3,0,0,0,3,1,0,4,0,0,2,2,1
hsa-mir-320d-2,1,1,0,0,2,6,2,1,0,0,2,12,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,1,5,8,0,1,0,1,0,0,4,0,0,1,1,4
hsa-mir-320e,0,1,0,0,2,1,1,1,0,0,2,2,0,0,2,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,1,0,0,0,1,1,0,0,0,0,1
hsa-mir-323a,10,8,9,5,7,16,34,7,7,14,9,46,6,3,11,5,6,14,0,0,6,4,18,13,12,43,3,9,9,22,2,7,10,7,11,12,14,656,8,19,5,2,22,3,12,3,12,16,7,3,14,45,4,8,12,11,15
hsa-mir-323b,5,17,29,7,11,17,34,15,8,50,20,142,9,6,52,3,7,2,3,2,4,4,28,14,26,49,2,10,13,46,3,10,19,11,9,13,28,1582,8,21,9,2,18,6,22,8,8,13,23,8,18,90,9,6,8,13,14
hsa-mir-324,110,133,80,32,222,159,166,56,59,131,85,71,50,20,54,64,100,106,134,45,147,347,40,122,96,60,164,91,94,115,49,87,40,72,58,102,195,324,159,166,16,83,49,52,41,51,56,82,96,72,79,215,14,45,153,110,50
hsa-mir-325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-326,26,53,25,8,86,42,42,6,6,34,5,39,11,3,14,19,114,2,2,0,2,26,8,15,10,6,3,25,34,34,1,27,13,16,6,100,56,25,28,75,20,1,7,29,5,5,10,11,18,2,45,39,12,14,48,36,11
hsa-mir-328,89,81,86,39,160,101,207,26,141,120,22,75,86,24,65,79,186,28,26,27,129,221,63,117,84,63,50,53,189,129,23,125,56,43,44,149,200,180,82,110,11,68,14,29,65,26,82,95,137,35,60,224,14,51,225,121,31
hsa-mir-329-1,0,1,0,0,0,0,3,2,0,0,0,1,1,1,0,1,0,2,0,0,0,0,2,4,0,1,1,0,2,1,1,0,1,0,1,2,2,22,0,2,0,0,2,0,0,0,3,0,0,0,0,5,0,1,0,0,0
hsa-mir-329-2,1,1,1,1,0,1,6,0,1,1,3,4,0,0,2,0,1,1,0,0,0,1,1,3,0,3,0,0,1,4,0,0,0,0,0,1,1,25,1,0,0,0,0,0,1,0,0,1,0,0,0,4,0,2,2,1,2
hsa-mir-330,91,183,62,12,265,72,322,20,16,69,26,77,48,17,52,22,61,15,16,12,20,162,46,67,90,13,17,67,51,121,20,87,29,81,24,127,108,106,89,176,9,15,40,110,32,32,30,35,117,51,42,283,4,26,145,72,33
hsa-mir-331,138,160,105,48,145,112,428,68,69,170,42,185,119,24,42,83,72,20,15,21,63,125,91,230,99,37,18,50,115,209,14,137,27,51,39,136,125,212,210,183,36,37,79,54,63,47,70,50,123,74,64,265,47,38,302,199,53
hsa-mir-335,95,70,187,72,561,171,466,1,76,102,22,123,235,60,63,89,104,281,111,15,168,793,33,29,294,74,209,127,360,73,61,66,8,121,175,65,155,491,404,365,85,357,83,122,66,243,523,400,38,56,402,152,49,18,72,248,224
hsa-mir-337,100,80,18,19,43,137,219,63,7,60,36,56,45,22,51,13,33,44,2,8,11,110,32,81,71,67,16,95,142,362,16,41,32,36,107,105,270,992,65,38,32,30,81,20,46,25,85,54,14,15,43,173,40,124,123,78,60
hsa-mir-338,925,326,455,208,294,504,5299,116,129,105,180,72,379,81,147,144,124,1690,259,159,286,621,144,465,338,303,190,403,489,947,154,253,153,555,290,444,535,637,718,2456,312,597,487,344,137,147,261,192,527,413,1849,863,169,198,234,560,575
hsa-mir-339,124,197,44,31,119,122,60,78,40,125,115,82,64,34,26,65,46,76,66,32,77,221,40,273,74,72,69,112,146,115,31,76,42,83,73,124,280,98,108,190,25,72,99,65,76,52,105,95,132,47,114,155,24,59,175,208,126
hsa-mir-33a,30,46,24,29,169,100,23,8,14,143,151,112,7,27,52,40,86,48,20,10,140,126,11,91,88,151,36,48,80,123,9,97,12,57,26,45,38,157,33,92,36,24,95,74,61,58,164,98,135,24,21,99,17,20,65,28,48
hsa-mir-33b,6,33,11,13,44,281,15,10,10,124,131,85,14,28,50,2,26,10,3,0,20,110,6,66,21,23,3,13,67,10,4,19,3,31,9,63,18,39,32,11,8,6,17,9,93,12,122,34,94,7,5,78,1,14,12,37,19
hsa-mir-340,113,70,37,28,37,107,104,20,43,38,34,38,39,34,25,49,73,64,39,28,46,102,4,94,91,34,62,58,60,111,44,51,43,51,36,58,142,97,85,97,15,47,37,115,29,52,159,66,104,49,27,109,16,31,69,139,57
hsa-mir-342,974,2621,921,335,295,430,388,871,493,208,373,351,844,295,232,2058,316,815,518,438,891,731,2221,676,540,153,1864,327,352,395,347,358,145,1793,457,1189,1133,656,1337,2614,84,257,294,422,1131,136,1031,579,1134,261,266,1537,223,338,6355,896,451
hsa-mir-345,68,184,21,49,132,238,65,72,43,47,207,166,38,78,48,165,152,23,99,37,251,517,57,250,85,88,136,46,177,88,14,32,47,101,23,47,64,179,159,67,35,46,59,110,87,68,205,87,433,76,17,181,63,66,272,126,82
hsa-mir-346,1,0,1,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0
hsa-mir-34a,828,228,400,136,473,347,972,127,79,229,437,241,79,164,120,227,328,301,520,392,739,609,93,412,284,489,593,337,418,1486,176,221,170,106,137,228,430,742,263,238,46,491,443,226,260,589,449,149,350,254,90,600,39,120,474,493,267
hsa-mir-34b,12,33,3,2,0,2,3,3,3,1,2,0,2,1,1,3,1,6,0,1,2,11,3,4,1,1,2,1,2,4,4,7,0,1,2,3,8,2,3,1,1,6,5,0,2,2,3,3,1,0,6,15,1,3,7,9,1
hsa-mir-34c,57,122,15,6,4,17,52,22,0,4,12,2,9,3,8,4,13,17,7,5,5,39,12,5,21,14,7,14,12,22,8,14,4,2,14,15,14,12,26,21,1,36,10,8,15,4,14,14,7,12,5,82,4,15,11,13,6
hsa-mir-3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3605,5,11,11,5,27,19,12,4,3,7,5,14,3,4,12,7,6,5,5,0,7,7,12,11,16,2,5,8,21,12,3,23,5,4,3,27,39,54,13,17,1,4,8,9,4,3,11,8,16,2,0,38,8,6,14,16,4
hsa-mir-3606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
hsa-mir-3607,204,355,236,312,270,329,189,242,164,441,297,477,372,252,258,168,270,25,24,30,36,234,612,225,444,94,19,179,267,285,67,218,147,188,93,133,426,279,256,640,245,30,476,201,312,187,253,560,452,36,132,923,88,88,139,405,150
hsa-mir-3609,0,0,0,3,1,0,3,0,11,1,0,1,0,4,0,5,0,1,1,2,60,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,0,2,0,1,0,0,0,0,0
hsa-mir-361,793,793,486,200,580,697,2282,346,505,158,409,410,640,220,356,257,546,687,597,208,651,1464,586,666,612,287,740,554,900,897,286,552,258,366,483,572,994,1060,830,1626,83,602,541,406,291,309,516,204,591,498,344,1734,149,313,494,1350,370
hsa-mir-3610,0,3,4,2,2,6,4,1,2,11,6,0,4,1,5,3,3,1,1,0,0,1,1,5,4,1,0,9,2,1,1,0,2,2,2,4,0,0,8,2,1,1,2,2,2,0,3,6,6,2,2,2,2,0,1,3,7
hsa-mir-3611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3613,45,58,13,3,27,28,30,11,21,60,52,45,37,8,16,13,76,37,26,7,21,58,4,77,67,45,35,41,20,47,8,24,10,24,25,21,54,17,59,48,11,22,35,20,8,26,53,13,39,17,14,98,12,14,18,94,19
hsa-mir-3614,2,15,49,6,15,50,4,3,8,10,4,1,0,18,12,3,3,4,12,12,3,45,22,11,5,2,2,5,7,5,10,11,5,1,13,9,4,29,24,75,2,4,3,8,27,3,4,32,16,3,6,57,2,1,0,20,5
hsa-mir-3615,1,6,7,4,12,10,176,0,2,4,11,18,1,3,9,4,9,3,2,0,14,4,14,12,10,3,0,1,9,2,3,4,0,3,3,11,8,6,8,4,2,10,1,12,8,5,8,12,15,0,2,3,2,4,2,20,3
hsa-mir-3616,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0,2,2,1,0,0,3,0,0,2,0,0
hsa-mir-3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
hsa-mir-3618,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0
hsa-mir-3619,1,0,1,0,3,2,14,0,0,2,3,0,5,1,0,1,1,1,1,3,4,3,2,5,5,0,3,0,1,1,0,2,0,0,2,1,1,1,0,1,0,0,0,0,1,2,1,1,10,0,0,2,0,0,2,3,4
hsa-mir-362,10,20,9,13,12,31,22,9,12,10,27,16,10,5,10,14,21,28,41,3,19,54,19,24,37,37,21,34,15,28,8,16,9,14,20,6,35,26,33,36,7,16,10,34,14,52,25,49,11,30,20,19,5,5,16,15,10
hsa-mir-3620,0,1,0,0,5,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0
hsa-mir-3621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3622a,0,1,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
hsa-mir-3622b,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
hsa-mir-363,64,29,5,4,70,147,104,72,3,52,69,247,30,37,11,68,60,37,133,7,24,18,32,128,5,9,144,18,30,21,14,9,45,20,2,8,64,67,18,40,7,51,50,13,9,31,36,14,82,25,6,55,3,11,59,108,18
hsa-mir-3646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3648-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3648-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3651,3,3,3,2,5,6,4,5,3,3,5,5,1,2,0,2,1,1,1,0,4,3,2,1,2,0,7,2,2,1,1,6,4,3,2,0,1,5,10,4,0,8,1,3,3,4,2,4,6,0,1,4,0,1,0,3,3
hsa-mir-3652,0,2,2,1,12,1,7,1,2,1,6,0,1,1,3,0,0,1,1,0,1,2,1,3,3,0,0,5,6,3,0,0,0,1,1,4,1,8,2,7,0,0,0,0,0,1,1,0,2,0,0,0,1,3,0,4,0
hsa-mir-3653,58,17,6,40,32,26,42,9,43,36,34,21,74,38,56,52,22,14,7,8,34,53,31,19,26,31,3,21,23,35,21,21,13,18,25,17,28,28,20,44,6,7,25,22,19,11,36,29,35,45,26,40,16,12,20,60,12
hsa-mir-3654,1,0,0,0,0,2,3,0,0,5,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,1,2,0,2,0,2,2,0,0,0,0,0,0,0,0
hsa-mir-3655,1,1,0,0,1,1,1,0,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,3,0,0,1,0,1,0,1,2,1,0,1,0,0,0,1,0,0,2,2,0,1,0,0,0,0,2,0,0
hsa-mir-3656,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
