accession_id,is_expressed,6dc4e6bf-a8f6-4280-af19-5ed501969f01,86e3408b-76a3-4834-b85e-4d2a07677304,a44df6fa-36a7-4500-90fd-d62baf48ef52,3abbb570-87ad-44c5-b66d-141f63b0ca8b,a4fc56a4-2493-451a-9b30-5aa38258bcce,be8e6554-07ae-4ec2-8be0-8598556467c9,d68e848a-5464-4471-88bd-3faf7e088d91,f3a7612e-35c3-43be-8f96-795874f8225c,0d003664-43ff-4eb5-b6c0-28ba7f26ee64,0f40e7fd-789f-49f7-a797-76bbe3c84f47,e83d4619-5e2b-4da7-8c05-93611ea76c85,f424bcaa-7212-4abc-8110-cff56b85c85a,86b5eaae-717c-4806-be60-7ffcab935908,265fa10b-9393-4c95-99a0-df47069deaac,ff79f645-81f1-4a3b-ae72-adc169f30143,ed76d786-d744-4067-b288-5fe2dc06a310,52fed7ff-b663-4fc1-a294-57776659175a,8f6d8863-21b1-4469-b233-21bb7c9b954c,41cd380c-ab97-451e-80b7-3d9653a1e909,e351b00e-5462-4be5-a57c-162a9b7b996e,ddde9a13-c70c-464c-8066-65a88ab92dc7,e4b1e8c9-5921-436d-8f6a-9af5b5baea8e,8ecef704-ed0f-4700-a34e-46a174033332,02fc7dd7-7e17-4930-8424-52173c33b29b,e896f815-d8df-42cc-bdf6-04deb50f6c1a,37fb952c-2a89-4903-98b9-6f6d36743218,85236a1e-2adb-459b-b868-b9486d9a285e,557f6cb1-95e3-4c8c-b253-538a415b0d07,d0982681-8799-412d-a868-81078e4a6560,0f7a5400-3b1d-42d3-b47a-2979084bf616,7e975ee3-173d-4315-aacf-c201122d9868,81ec1c9c-36c0-48e8-929a-8273d1d3febe,eaf6af76-2b28-4128-9371-a3d928d72370,8334ded1-3815-4766-8861-6fa8313fab6b,7f06d0ce-d5ac-4a70-97ea-0ebb8e8b0f67,a4c3a7ab-2ddd-415d-a222-fd3dd1c01231,aef6b437-1da5-4f69-970b-977cdc9cd5c5,3be37b85-90eb-4f47-909a-8be730172d92,0895e2a3-5571-4ee2-b715-a424d0c9fec4,475e779f-c6b7-4f7c-9616-f2c47b9b97a5,f1d9de11-d45a-4443-ac6a-1f58888b6fcc,f4987886-cc3e-4423-84ae-84911abcd473,d7438c8a-6e39-4139-92e7-2aa05bae5d40,91b36078-362b-4909-ac90-1b2d1ea4a545,415d3af2-fc41-43d5-b185-6a09946b9e84,a00a04b4-8de5-4f18-9dc2-531e21aa5167,dc300e50-f729-4d0e-8a33-606e95d91c95,585f73db-7dc1-49d8-a601-f8d33b318a95,646eb67c-2e86-4f89-867f-78c31eff5fe0,b70a538a-a0d7-4a0f-ab48-fd7b4457bfd3,aafbf8fb-290d-408e-b104-241b7d492895,3d4b6861-2763-451d-ae0a-6a5adfc591ec,8ec31b5f-bb8d-4c61-aac5-3204b66e81e2,a576843f-a9f7-47cf-a52f-7f01066fa160,54fb48bb-ab47-4870-beb0-5713d15d8b58,ba7c9ae6-bb71-4bb4-8f3d-f2041f62896f
MIMAT0000272,1,3,57,29,51,26,31,5,3,17,1,8,5,20,45,11,117,26,5,26,43,19,9,30,6,15,24,7,27,11,88,9,20,8,15,2,33,10,7,8,0,6,7,3,5,10,18,8,4,21,4,6,35,35,11,116,13
MIMAT0000273,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
MIMAT0000274,1,6,51,0,5,8,18,10,1,3,7,2,50,18,5,32,3,25,38,7,68,2,45,2,16,42,7,1,15,16,14,3,23,8,48,17,50,5,7,9,13,10,14,6,8,1,10,17,4,8,26,14,3,51,191,64,24
MIMAT0000275,1,27,135,32,36,38,45,70,12,19,140,26,77,160,71,46,55,216,96,17,120,33,77,17,35,170,21,29,97,63,20,39,71,27,36,27,63,16,103,50,22,48,53,26,41,20,17,77,39,39,38,38,46,134,173,58,65
MIMAT0000276,0,1,1,1,1,1,2,5,0,0,3,5,1,5,0,3,1,1,3,0,1,2,3,0,0,3,1,0,2,2,1,2,1,1,1,3,1,0,3,1,0,3,0,1,4,4,0,2,1,3,4,0,1,5,2,3,0
MIMAT0000278,1,49,1082,116,157,224,237,68,33,47,248,89,205,226,202,227,115,245,327,30,237,74,328,77,130,192,118,137,336,240,185,185,186,28,77,214,331,122,131,233,70,104,116,103,70,78,63,313,113,73,67,136,248,261,368,737,233
MIMAT0000279,1,26,342,74,141,149,134,53,17,17,70,66,90,115,66,95,44,129,117,45,103,47,98,54,60,101,56,54,132,104,102,81,85,18,67,91,254,61,102,126,45,33,51,35,23,48,34,113,55,27,36,73,109,132,114,295,80
MIMAT0000280,1,108,590,42,54,67,120,68,8,40,658,61,53,269,260,128,78,602,168,34,243,126,134,268,60,199,80,1802,84,785,82,141,253,36,87,272,104,19,143,155,152,149,117,41,51,29,97,251,178,67,161,66,845,491,136,93,250
MIMAT0000281,1,10,364,2,15,13,374,24,0,4,599,24,27,23,89,184,10,53,181,6,262,104,10,8,52,1233,58,478,33,34,106,7,34,2,4,972,224,89,462,49,10,105,11,23,34,8,5,20,15,863,9,122,937,958,56,1098,11
MIMAT0000318,1,212,373,643,2059,750,1427,1500,400,450,2458,1000,1178,823,901,1045,991,1224,757,588,67,504,1340,901,133,1393,280,4336,3276,1930,2185,1435,955,525,488,2003,389,390,1323,1455,536,3613,355,1103,2864,580,452,858,1683,2331,226,939,937,1476,1921,2626,1789
MIMAT0000414,1,707,2593,426,617,851,1727,577,1018,220,2524,440,808,1824,1013,885,648,1734,1343,559,1043,1309,1318,231,406,1010,384,1675,1289,1559,480,1020,928,552,526,1364,1169,810,1954,845,654,764,604,640,1629,767,432,815,777,672,592,795,901,2035,1634,2323,1208
MIMAT0000415,1,723,1848,233,619,1017,842,852,120,224,1014,570,440,1583,958,752,344,1442,1040,265,1134,354,1077,339,540,1169,510,619,1176,1723,541,595,819,495,547,778,1033,428,1033,861,1125,752,766,377,551,588,319,724,1327,309,578,852,996,1779,2983,2053,1116
MIMAT0000416,1,0,13,3,8,3,20,8,1,8,1,5,15,16,18,20,2,12,11,4,12,13,15,2,4,10,7,4,21,3,7,1,10,0,0,10,11,6,3,7,4,3,2,2,1,1,2,17,2,5,5,3,5,54,28,72,12
MIMAT0000417,1,195,290,186,188,255,564,242,116,81,1542,313,1451,539,395,377,363,330,288,84,206,256,455,211,111,187,92,1206,277,359,340,242,258,123,143,373,268,106,1099,375,90,929,97,301,778,161,351,379,211,263,211,164,360,405,2388,423,417
MIMAT0000418,1,235,1272,1859,2090,1946,1400,1052,342,851,352,2573,3396,1669,1950,1902,1617,1933,957,524,2440,1327,1584,775,1732,3166,1716,448,1673,3675,2589,789,1160,1247,849,1299,10032,1317,1894,3775,920,1154,866,2747,357,1532,924,1222,1045,556,311,1887,3051,1308,3496,5184,2138
MIMAT0000419,1,100,602,1529,962,790,1657,561,384,307,233,1963,2991,1285,1236,1392,1039,1385,1060,269,1488,1093,1338,201,1080,931,474,346,1425,1709,1666,630,1047,695,485,1249,2961,1097,1790,1582,394,1032,655,1355,351,917,436,1287,482,337,200,1090,1037,1374,2723,3730,1665
MIMAT0000420,1,331,828,2733,470,1268,519,352,903,95,1154,833,1173,1215,1090,428,614,1062,395,437,2279,1522,895,380,146,438,316,1771,1351,673,658,1525,939,179,303,1635,552,326,775,348,431,1735,350,715,2785,721,594,991,573,4803,412,695,1019,1099,458,1475,1105
MIMAT0000421,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0000422,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0
MIMAT0000423,1,157,1982,850,894,631,372,1030,344,364,554,569,3710,1285,1182,576,388,3319,1316,363,2361,903,1240,1599,1179,2493,461,535,1473,1837,733,518,607,810,376,774,1977,748,1564,1849,439,293,1669,1092,497,384,232,1416,274,379,1177,1162,442,2483,7518,4500,1557
MIMAT0000424,1,59,486,150,139,153,162,410,50,90,96,196,234,295,289,360,289,241,205,59,490,136,475,113,128,419,201,113,313,687,605,220,180,147,124,75,333,103,238,411,112,527,110,164,196,140,309,238,329,277,95,218,248,702,2528,1070,227
MIMAT0000425,1,28,187,93,108,81,160,116,84,52,84,201,123,391,114,216,31,268,151,17,114,155,364,59,74,117,22,33,165,104,72,92,106,25,31,156,120,63,222,76,54,39,149,156,62,33,37,148,86,35,116,64,51,671,194,369,129
MIMAT0000426,1,45,277,32,58,53,60,101,14,41,121,73,62,96,88,52,42,214,151,30,193,36,128,142,74,243,43,68,95,251,54,81,84,64,15,99,128,52,87,159,66,125,104,117,46,34,35,140,98,59,85,74,367,311,902,240,113
MIMAT0000427,1,1,2,2,3,4,5,1,0,4,4,0,6,6,9,7,1,9,4,2,5,3,11,8,3,2,2,0,4,2,2,1,5,1,0,5,4,13,5,4,0,1,3,1,2,2,1,2,1,3,2,5,1,27,10,43,7
MIMAT0000428,1,0,0,2,0,0,0,1,0,0,7,0,5,3,0,0,2,1,0,6,0,44,1,1,0,0,1,6,2,0,0,0,0,0,3,5,1,3,5,2,1,3,1,0,7,0,1,1,1,0,2,0,1,0,0,1,0
MIMAT0000429,0,0,0,1,0,0,6,1,0,0,0,0,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0
MIMAT0000430,0,1,5,1,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,2,0,0,2,0,0,0,5,0,2,2,1,0,1,0,4,0,0,1,1,1,0,0,0,4,3,2,0
MIMAT0000431,1,27,173,52,31,37,80,41,7,13,123,43,78,135,115,50,33,166,94,34,134,34,99,24,40,116,28,83,86,89,35,62,66,18,32,57,57,36,92,52,36,35,51,39,31,39,32,61,47,41,44,55,45,221,129,119,135
MIMAT0000432,1,1909,1318,1765,2281,3024,6110,2146,777,429,7419,1221,4524,4171,3492,2244,1398,1284,860,1941,1756,1408,2381,460,773,1988,1048,4431,3377,2853,3013,2691,1213,1061,1856,4285,1115,1005,4771,1908,566,2371,1009,559,17090,3361,2014,1114,3098,3214,1673,813,3047,2541,12849,4497,1694
MIMAT0000433,1,64,1814,233,119,358,325,77,39,29,255,323,206,424,897,464,472,625,193,338,269,297,247,67,104,271,117,85,78,368,810,158,650,23,584,91,863,47,321,88,236,166,67,23,24,118,561,283,137,275,81,117,122,504,113,115,316
MIMAT0000434,1,6769,66201,3057,3336,4999,8524,4793,788,864,15621,5225,8877,28602,14471,6871,9956,34673,10499,5675,13474,4779,6953,1649,4047,13937,5605,4750,3059,16526,7473,5227,11053,1413,8608,4997,12117,1325,10517,4478,14473,7440,3828,631,1344,2451,10417,6656,11293,12517,5075,9465,6319,20657,5066,4003,8946
MIMAT0000435,1,3706,182851,80830,47740,93767,87301,38205,22045,35787,2155,45992,78741,84249,70866,145295,95944,60152,134778,17665,147405,84225,203016,39222,87671,144924,75942,2493,72908,211244,86942,59050,79419,35241,26008,3237,152345,44860,176324,123276,13692,9530,39080,65368,2606,31162,15362,125719,16391,30696,24546,89592,79561,109681,241939,348485,110418
MIMAT0000436,1,1,5,2,3,4,0,1,0,0,0,8,2,21,9,7,7,11,3,0,2,3,3,0,1,4,1,0,1,4,2,5,21,0,6,0,1,0,2,5,0,3,3,1,0,2,1,6,2,5,1,4,10,12,6,5,8
MIMAT0000437,1,840,2725,2049,2747,1621,2667,1362,731,694,1501,1261,5993,3024,2754,2060,957,5980,3650,752,4362,1395,3808,4344,1291,3256,950,1052,3492,3588,941,2006,1909,1121,1198,2547,3037,4772,4646,3160,891,835,2034,5260,910,1620,605,2896,1573,1169,2310,2297,2114,8332,4893,5377,4394
MIMAT0000438,1,431,623,1245,839,879,406,264,157,229,77,927,664,613,612,942,297,643,465,165,810,404,636,112,445,854,418,43,855,784,797,413,562,467,372,170,1977,643,664,1067,459,154,491,553,57,655,270,607,325,127,134,510,345,424,2511,2025,593
MIMAT0000439,1,2,5,13,2,0,3,2,4,2,3,0,14,3,50,2,1,3,8,3,9,1,1,2,1,8,0,0,5,6,0,1,1,2,1,2,5,3,9,5,1,1,1,2,2,6,2,3,1,1,0,1,2,14,4,4,9
MIMAT0000440,1,2755,2016,3358,1688,3190,3595,1211,707,410,9096,3886,15675,9580,3183,1046,5792,4220,1374,3164,2821,2565,2221,2356,783,1504,771,9132,2851,2756,1790,1305,1221,1368,1437,2753,2222,2789,6192,1688,1429,2637,683,3498,8200,5322,2862,927,2455,2356,2722,1477,2181,5126,5908,9359,4574
MIMAT0000441,1,993,1952,10426,1727,1856,1894,577,72,247,863,150,763,2248,852,1411,562,2214,1093,1586,1911,430,4124,5392,23426,11332,284,4481,3005,43434,899,3357,1167,4371,192,15342,1292,2605,2975,719,650,6229,1341,63,2732,844,889,3478,431,644,1982,3671,11411,21129,4167,2829,417
MIMAT0000442,1,1,1,12,2,0,3,1,0,0,1,1,2,2,1,3,0,2,2,3,1,1,4,4,17,6,0,8,4,22,1,5,1,6,0,17,3,3,2,3,0,6,1,1,5,0,2,6,0,1,2,6,15,26,8,2,1
MIMAT0000443,1,498,1493,1371,1066,1767,904,3062,565,543,1054,1168,3579,2451,886,628,482,1972,1110,331,2186,1200,1462,1366,633,2735,913,734,1995,1750,1275,658,511,788,433,892,1346,775,1947,4045,529,770,1617,1069,390,508,883,396,583,223,2001,1560,445,2237,7580,4093,2519
MIMAT0000444,1,76,1283,421,255,298,304,259,161,127,295,228,633,957,1202,464,549,902,464,311,1563,846,415,86,152,643,290,151,265,627,375,513,597,274,565,235,791,209,871,182,51,147,251,189,149,292,264,1102,101,685,233,241,366,749,790,703,546
MIMAT0000445,1,6317,20016,6892,5999,5250,6294,3416,819,1359,13870,3347,5206,15285,11622,6908,5089,25008,7585,4014,21215,4720,7654,3220,3165,12823,3991,7020,6989,10417,3282,4413,8670,2313,6635,5281,4929,3990,8737,3162,2819,5783,4318,4788,4897,4818,5881,11337,8214,7598,3326,3826,4606,14879,9360,8477,8119
MIMAT0000446,1,120,2127,603,703,676,731,734,137,490,463,522,676,1270,906,574,1551,1749,1104,192,1520,494,1557,929,824,2011,1028,102,1270,31154,776,285,939,743,314,232,1403,903,987,2026,387,303,1141,1343,169,354,201,1207,393,297,491,993,609,1296,7474,7903,1623
MIMAT0000447,1,160,1515,1342,1532,1114,1161,712,385,682,547,684,799,1489,1217,553,5228,1740,884,518,2076,1302,1015,1117,711,1938,1611,130,1120,12333,926,402,1197,482,625,225,1361,1896,939,1686,535,436,875,976,223,505,377,1505,474,572,479,698,755,729,2969,5758,1253
MIMAT0000448,1,20,134,63,63,57,116,73,24,26,54,62,41,144,77,44,59,133,70,24,139,92,61,22,72,119,81,21,100,1753,64,54,51,56,23,23,94,74,83,101,34,24,123,12,27,25,28,56,37,22,30,76,41,107,338,354,77
MIMAT0000449,1,350,1282,151,124,177,263,112,81,53,709,258,169,536,533,272,216,863,289,248,388,198,306,212,131,292,268,383,116,501,241,178,583,48,320,113,371,49,389,137,381,156,179,114,95,99,287,244,316,313,182,293,527,754,164,134,336
MIMAT0000450,1,70,115,3467,159,710,120,163,1258,39,797,1231,1292,266,951,110,1016,1457,110,63,84,1124,239,221,28,253,28,53,304,224,686,607,430,217,36,105,91,464,515,129,547,412,259,241,463,444,125,541,44,164,655,48,119,1421,47,881,555
MIMAT0000451,1,986,28214,332,360,523,850,1008,84,187,2208,568,168,4541,2828,1186,4743,15473,1768,1000,3682,937,1668,1752,525,3573,808,1031,210,3600,2498,457,2915,135,1495,90,1634,43,1343,397,2336,904,1227,87,74,279,1670,2249,537,708,1563,1936,933,5829,975,741,3862
MIMAT0000452,1,3,17,18,10,8,10,12,1,4,8,10,18,12,18,1,16,30,8,1,8,19,7,7,4,9,8,0,15,90,11,3,5,8,1,8,12,21,21,5,7,4,14,9,4,5,9,12,4,5,6,12,6,13,23,30,11
MIMAT0000453,0,1,12,6,5,0,7,3,0,1,5,3,1,0,9,2,10,1,5,1,8,0,3,1,1,4,7,0,3,151,8,1,8,1,2,2,9,4,3,1,0,1,1,6,2,1,0,3,4,5,10,7,1,3,23,26,3
MIMAT0000454,1,73,3,187,8,145,5,32,8,3,3,214,265,6,533,10,74,78,10,513,8,124,40,329,15620,66,649,0,55,13,1988,10,2708,52,41,1,23,1254,2,10,108,25,39,857,25,137,0,64,605,16,3,85,1,18,544,216,1316
MIMAT0000455,1,77,149,108,114,131,128,119,18,80,82,136,153,187,256,400,62,120,150,92,157,79,235,41,77,152,75,89,102,144,421,158,222,68,105,65,358,90,145,115,79,195,58,55,93,96,160,108,409,91,63,69,112,252,820,305,97
MIMAT0000456,1,448,1157,519,487,472,911,494,315,139,867,484,811,1334,1346,741,488,903,687,319,966,685,745,408,283,702,413,1054,797,923,1095,747,509,512,425,370,1452,432,1788,626,469,654,302,219,1232,584,413,369,677,702,499,600,530,1180,1515,1287,537
MIMAT0000457,0,2,10,6,0,6,11,1,0,0,0,2,5,2,9,5,20,4,4,2,3,4,2,1,0,1,0,6,3,11,2,4,2,1,1,3,6,0,10,4,2,2,1,0,4,7,0,4,1,3,1,4,17,11,2,6,14
MIMAT0000458,1,1,8,4,5,4,9,3,1,0,1,4,11,6,8,11,2,6,4,2,9,3,4,0,3,4,3,1,22,2,8,6,5,5,7,3,14,5,10,9,2,1,7,1,4,5,2,4,14,3,2,3,3,14,18,10,8
MIMAT0000459,1,13,67,114,32,21,76,21,4,17,103,49,72,75,112,35,53,79,41,32,48,12,51,47,17,57,76,24,78,52,25,72,28,16,6,24,42,16,156,37,10,62,22,16,85,18,34,40,26,35,14,59,56,65,540,86,33
MIMAT0000460,1,295,533,299,358,485,572,350,134,229,417,451,275,570,981,220,432,732,208,175,628,335,587,1139,313,298,223,311,995,382,1511,365,450,376,151,147,801,646,127,366,307,1000,180,199,786,241,763,314,748,643,231,300,362,814,1430,1389,301
MIMAT0000461,1,11,218,66,43,70,91,46,42,21,32,64,42,82,154,84,47,80,28,22,84,50,117,24,22,71,48,13,25,65,84,63,98,26,45,47,165,21,109,44,18,35,58,47,49,32,32,132,18,22,44,31,29,129,164,264,89
MIMAT0000462,0,1,0,0,28,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0000510,1,457,1379,280,1645,524,984,580,506,71,725,721,1248,771,841,1853,699,992,396,203,1204,700,903,1434,213,601,331,577,1316,706,1253,695,779,328,316,2043,383,364,746,1507,315,511,449,763,836,419,169,310,1746,297,653,479,758,1464,1235,1822,1235
MIMAT0000617,1,21621,16395,6895,16004,19320,31064,23797,4217,8183,13728,12340,16105,39422,29866,19485,12987,12107,9239,13116,23509,10347,32348,20439,11067,30876,9837,8678,43080,42191,20467,23464,9168,14827,13341,31042,10248,5258,27853,28691,4762,14800,9382,28576,31981,30980,17618,9131,34370,32893,16951,12164,34865,29612,152050,50098,24218
MIMAT0000646,1,1362,5482,419,577,685,1801,386,263,128,2994,1029,514,2822,1752,1074,1077,2192,1277,294,1271,972,1041,527,436,772,833,712,657,1297,894,928,2029,184,865,487,1447,163,3014,680,1499,709,300,320,601,273,522,901,2113,587,456,1129,585,2604,891,1052,1578
MIMAT0000680,1,105,922,445,248,192,1311,369,221,107,504,332,214,829,718,711,679,638,561,144,861,327,947,123,174,454,123,423,716,652,795,568,495,230,183,675,617,86,1096,443,123,1351,270,349,1145,217,342,703,290,506,260,249,401,1269,1930,878,500
MIMAT0000681,1,806,9091,3283,776,1729,4608,1771,261,455,1449,2111,2842,4990,4354,2194,4244,3830,1477,1266,2922,520,2682,1232,1052,6992,2404,1327,3236,2236,4309,3335,3520,1035,1025,3733,8028,593,2074,1025,850,1306,859,1556,712,789,1589,3455,1635,1228,1412,3066,1365,3395,12817,6013,3608
MIMAT0000682,1,252,171,343,980,631,797,724,145,156,1196,439,756,396,344,455,320,704,328,352,17,207,482,285,86,474,195,3841,1867,689,1136,779,391,146,341,981,150,180,511,610,257,1657,139,304,2465,428,214,238,879,1112,102,361,461,870,971,973,805
MIMAT0000685,0,1,1,0,0,2,1,0,0,0,3,1,3,0,0,0,0,3,0,0,1,2,3,1,0,1,1,0,7,2,0,1,0,1,2,2,0,0,1,1,1,0,1,1,1,1,1,3,0,1,4,1,0,5,1,8,9
MIMAT0000686,1,5,13,4,15,11,8,6,1,4,15,2,6,9,11,6,2,8,8,2,10,14,19,4,2,5,2,6,46,8,4,11,4,6,4,33,10,10,1,6,5,3,10,12,7,4,0,6,10,4,3,7,4,33,20,50,87
MIMAT0000687,0,0,1,0,0,0,1,0,0,2,3,1,1,1,3,1,1,1,3,0,0,1,1,1,1,1,1,1,0,7,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,3,0,0,0,1,0,5,1,5,2
MIMAT0000688,1,18,33,107,28,27,33,6,2,1,41,41,35,40,13,51,16,28,17,7,58,47,44,2,22,7,16,40,20,52,24,70,15,8,16,28,27,14,21,20,32,86,34,8,66,41,31,10,33,10,167,13,76,303,15,22,32
MIMAT0000689,1,25039,102727,150614,91676,155467,65061,142165,82556,48178,48247,129965,105882,124670,73125,57763,76485,176881,68690,26859,234860,157965,126227,106069,39172,155174,79142,40770,107576,109947,78920,44532,44807,65277,35819,25900,50767,56437,105766,343971,46208,77712,63956,57433,29311,41207,83407,22881,63142,14432,79143,107561,24842,106403,283477,220422,169311
MIMAT0000690,1,0,16,37,5,16,5,3,0,0,1,19,18,4,150,0,34,6,4,1,8,14,7,2,1,2,2,4,9,8,8,7,1,16,4,23,7,34,45,6,1,45,7,6,0,37,1,8,15,5,24,3,6,16,2,12,10
MIMAT0000691,1,10,42,30,30,40,72,29,23,15,24,21,35,46,27,41,32,34,64,15,45,41,62,10,12,17,9,28,198,35,39,24,30,25,5,44,26,20,69,12,8,30,14,27,123,19,41,27,43,14,16,18,26,83,76,33,22
MIMAT0000692,1,13070,43143,11044,11360,21511,14514,15010,4220,3648,13970,7665,19187,30109,24141,13138,23935,28029,10539,13325,19101,9963,10912,4607,5622,19156,13908,10568,16061,15106,19265,12906,10898,4672,10053,57539,31732,7267,11245,10809,11522,15486,9676,3244,13634,13529,12853,11188,17523,10833,10132,11965,8031,22903,27540,22704,12015
MIMAT0000693,1,2544,33963,6150,3486,6842,10692,8655,6908,4536,6441,5167,14841,19036,19097,13042,15501,26310,11605,3768,22736,12368,21664,5526,6889,22964,11215,4500,12987,16699,11270,9177,11195,5585,2377,22140,11925,3152,11729,16750,3445,4575,6789,3027,5743,3648,2842,11807,4047,6472,7395,11291,8469,13883,28509,26212,11801
MIMAT0000703,1,110,521,106,167,265,225,364,68,104,437,260,324,585,309,237,257,531,294,133,403,140,459,257,99,519,187,286,452,631,203,420,186,165,94,417,296,197,394,389,204,535,254,246,460,183,351,389,343,222,189,219,355,724,1369,831,479
MIMAT0000705,1,3,26,5,12,6,22,9,7,5,18,12,14,11,23,28,12,28,28,4,26,49,30,19,7,11,8,28,10,21,8,16,9,3,12,13,31,37,20,4,7,18,19,8,14,14,10,8,27,48,20,10,10,44,18,16,18
MIMAT0000707,1,7,34,40,8,3,57,27,5,2,35,19,54,103,34,12,212,60,15,20,129,10,16,31,35,23,8,129,59,63,75,58,14,10,4,51,4,4,117,4,12,23,2,69,143,57,0,49,25,28,5,7,58,15,94,45,23
MIMAT0000710,1,81,175,141,109,144,153,104,37,92,184,198,541,152,256,178,138,237,145,43,235,182,179,612,94,108,240,67,275,193,260,176,117,96,57,151,154,92,404,263,39,100,57,329,177,89,71,81,133,282,98,290,250,183,1374,368,244
MIMAT0000715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0000720,1,3,12,13,2,3,16,4,1,6,8,6,11,4,10,8,8,19,10,2,11,12,8,6,3,3,8,3,7,86,4,9,12,5,0,13,3,8,8,10,8,4,8,16,9,0,1,18,2,2,3,1,5,14,8,36,15
MIMAT0000721,1,0,22,15,10,6,22,8,4,7,7,17,21,13,12,14,32,22,20,3,17,7,15,4,11,7,15,2,17,215,14,7,12,4,3,3,17,13,27,8,4,5,15,10,5,2,7,22,6,8,7,12,2,14,35,56,19
MIMAT0000722,1,1,21,12,12,18,12,9,1,11,3,8,16,20,13,4,29,20,10,10,19,7,13,6,19,25,14,0,17,873,6,5,6,10,10,1,15,30,17,36,0,7,8,1,5,11,11,14,5,4,9,11,8,13,73,73,13
MIMAT0000723,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0000724,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,1,4,0,38,0,0,3,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,3,0,1,0,0,0,2,1,3,1
MIMAT0000726,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
MIMAT0000727,1,31,144,19,55,32,91,59,17,15,62,37,73,82,88,70,52,78,69,22,87,17,134,16,40,69,29,71,204,44,45,69,70,22,29,54,76,22,81,66,43,49,50,17,85,25,33,101,111,52,43,48,22,197,287,78,77
MIMAT0000728,1,15970,34536,117965,77996,101981,24273,33971,39450,18135,25502,123826,21820,22913,153541,54593,28010,46434,19960,89333,49146,38409,6533,221761,2405,19582,17304,27290,20927,50592,106679,11001,29016,10581,16922,41068,30985,99137,41713,17127,34011,316191,3679,37139,992873,134191,52208,70672,29242,82664,4125,12316,59677,41478,343319,2151,137110
MIMAT0000729,0,0,1,2,1,1,2,0,2,0,6,0,4,3,0,1,3,2,2,1,4,0,0,0,0,1,0,1,1,48,0,0,0,0,0,2,2,1,1,1,0,0,0,1,1,0,0,3,0,0,1,0,0,2,0,2,1
MIMAT0000730,0,0,3,3,2,1,13,4,0,1,2,2,3,3,3,1,4,1,1,0,6,1,2,1,0,2,1,2,2,40,3,3,0,0,0,1,3,2,2,2,1,2,2,2,1,0,1,3,1,0,3,1,1,7,8,17,2
MIMAT0000731,1,3,126,36,26,36,139,33,30,10,51,19,29,139,249,77,62,377,162,33,207,22,95,43,164,168,24,28,74,117,32,23,104,36,75,30,80,40,204,50,10,58,47,46,18,22,33,155,38,101,65,165,192,347,561,80,95
MIMAT0000732,1,89,540,241,394,326,1182,253,209,86,465,309,183,577,2338,877,455,1233,796,418,893,230,282,272,830,711,181,201,364,529,371,217,904,145,867,159,1169,639,1368,282,225,657,200,236,217,227,539,884,704,1005,360,468,892,1305,2584,250,331
MIMAT0000733,1,102,2122,697,1365,902,1381,823,189,998,428,999,877,1457,1843,1027,3350,1856,1495,324,3057,905,2025,941,1023,2726,1500,78,1779,12840,895,676,1696,1014,395,219,1807,2176,1430,3064,482,526,1334,1367,202,458,298,3334,555,523,559,910,970,1274,7728,8011,2204
