accession_id,f3a7612e-35c3-43be-8f96-795874f8225c,3abbb570-87ad-44c5-b66d-141f63b0ca8b,dc300e50-f729-4d0e-8a33-606e95d91c95,a00a04b4-8de5-4f18-9dc2-531e21aa5167,0d003664-43ff-4eb5-b6c0-28ba7f26ee64,557f6cb1-95e3-4c8c-b253-538a415b0d07,ed76d786-d744-4067-b288-5fe2dc06a310,e4b1e8c9-5921-436d-8f6a-9af5b5baea8e,37fb952c-2a89-4903-98b9-6f6d36743218,a576843f-a9f7-47cf-a52f-7f01066fa160,0f40e7fd-789f-49f7-a797-76bbe3c84f47,ddde9a13-c70c-464c-8066-65a88ab92dc7,b70a538a-a0d7-4a0f-ab48-fd7b4457bfd3,aef6b437-1da5-4f69-970b-977cdc9cd5c5,8ecef704-ed0f-4700-a34e-46a174033332,f1d9de11-d45a-4443-ac6a-1f58888b6fcc,be8e6554-07ae-4ec2-8be0-8598556467c9,d7438c8a-6e39-4139-92e7-2aa05bae5d40,a4c3a7ab-2ddd-415d-a222-fd3dd1c01231,e83d4619-5e2b-4da7-8c05-93611ea76c85,8ec31b5f-bb8d-4c61-aac5-3204b66e81e2,f424bcaa-7212-4abc-8110-cff56b85c85a,e896f815-d8df-42cc-bdf6-04deb50f6c1a,85236a1e-2adb-459b-b868-b9486d9a285e,a4fc56a4-2493-451a-9b30-5aa38258bcce,6dc4e6bf-a8f6-4280-af19-5ed501969f01,7e975ee3-173d-4315-aacf-c201122d9868,52fed7ff-b663-4fc1-a294-57776659175a,d68e848a-5464-4471-88bd-3faf7e088d91,81ec1c9c-36c0-48e8-929a-8273d1d3febe,0f7a5400-3b1d-42d3-b47a-2979084bf616,8334ded1-3815-4766-8861-6fa8313fab6b,0895e2a3-5571-4ee2-b715-a424d0c9fec4,585f73db-7dc1-49d8-a601-f8d33b318a95,02fc7dd7-7e17-4930-8424-52173c33b29b,41cd380c-ab97-451e-80b7-3d9653a1e909,54fb48bb-ab47-4870-beb0-5713d15d8b58,415d3af2-fc41-43d5-b185-6a09946b9e84,265fa10b-9393-4c95-99a0-df47069deaac,ba7c9ae6-bb71-4bb4-8f3d-f2041f62896f,8f6d8863-21b1-4469-b233-21bb7c9b954c,7f06d0ce-d5ac-4a70-97ea-0ebb8e8b0f67,86e3408b-76a3-4834-b85e-4d2a07677304,f4987886-cc3e-4423-84ae-84911abcd473,86b5eaae-717c-4806-be60-7ffcab935908,e351b00e-5462-4be5-a57c-162a9b7b996e,3be37b85-90eb-4f47-909a-8be730172d92,3d4b6861-2763-451d-ae0a-6a5adfc591ec,475e779f-c6b7-4f7c-9616-f2c47b9b97a5,eaf6af76-2b28-4128-9371-a3d928d72370,d0982681-8799-412d-a868-81078e4a6560,a44df6fa-36a7-4500-90fd-d62baf48ef52,646eb67c-2e86-4f89-867f-78c31eff5fe0,91b36078-362b-4909-ac90-1b2d1ea4a545,aafbf8fb-290d-408e-b104-241b7d492895,ff79f645-81f1-4a3b-ae72-adc169f30143
MIMAT0000273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,3,0,1,4,0,0,1,0,0,0,0,0,0,2
MIMAT0000274,1,5,17,10,3,15,3,45,7,191,7,2,26,5,2,10,18,6,50,2,51,50,42,1,8,6,3,25,10,23,14,48,9,4,16,7,64,1,5,24,38,17,51,14,18,68,7,3,13,8,16,0,8,8,14,32
MIMAT0000275,12,36,77,17,19,97,55,77,21,173,140,33,38,16,17,48,45,26,63,26,134,77,170,29,38,27,39,216,70,71,20,36,50,39,35,17,58,20,71,65,96,27,135,53,160,120,103,46,22,27,63,32,39,41,38,46
MIMAT0000276,0,1,2,0,0,2,1,3,1,2,3,2,4,0,0,3,2,1,1,5,5,1,3,0,1,1,2,1,5,1,1,1,1,1,0,0,3,4,0,0,3,3,1,0,5,1,3,1,0,1,2,1,3,4,0,3
MIMAT0000278,33,157,313,63,47,336,115,328,118,368,248,74,67,122,77,104,237,103,331,89,261,205,192,137,224,49,185,245,68,186,185,77,233,113,130,30,737,78,202,233,327,214,1082,116,226,237,131,248,70,28,240,116,73,70,136,227
MIMAT0000279,17,141,113,34,17,132,44,98,56,114,70,47,36,61,54,33,134,35,254,66,132,90,101,54,149,26,81,129,53,85,102,67,126,55,60,45,295,48,66,80,117,91,342,51,115,103,102,109,45,18,104,74,27,23,73,95
MIMAT0000280,8,54,251,97,40,84,78,134,80,136,658,126,161,19,268,149,120,41,104,61,491,53,199,1802,67,108,141,602,68,253,82,87,155,178,60,34,93,29,260,250,168,272,590,117,269,243,143,845,152,36,785,42,67,51,66,128
MIMAT0000281,0,15,20,5,4,33,10,10,58,56,599,104,9,89,8,105,374,23,224,24,958,27,1233,478,13,10,7,53,24,34,106,4,49,15,52,6,1098,8,89,11,181,972,364,11,23,262,462,937,10,2,34,2,863,34,122,184
MIMAT0000318,400,2059,858,452,450,3276,991,1340,280,1921,2458,504,226,390,901,3613,1427,1103,389,1000,1476,1178,1393,4336,750,212,1435,1224,1500,955,2185,488,1455,1683,133,588,2626,580,901,1789,757,2003,373,355,823,67,1323,937,536,525,1930,643,2331,2864,939,1045
MIMAT0000414,1018,617,815,432,220,1289,648,1318,384,1634,2524,1309,592,810,231,764,1727,640,1169,440,2035,808,1010,1675,851,707,1020,1734,577,928,480,526,845,777,406,559,2323,767,1013,1208,1343,1364,2593,604,1824,1043,1954,901,654,552,1559,426,672,1629,795,885
MIMAT0000415,120,619,724,319,224,1176,344,1077,510,2983,1014,354,578,428,339,752,842,377,1033,570,1779,440,1169,619,1017,723,595,1442,852,819,541,547,861,1327,540,265,2053,588,958,1116,1040,778,1848,766,1583,1134,1033,996,1125,495,1723,233,309,551,852,752
MIMAT0000416,1,8,17,2,8,21,2,15,7,28,1,13,5,6,2,3,20,2,11,5,54,15,10,4,3,0,1,12,8,10,7,0,7,2,4,4,72,1,18,12,11,10,13,2,16,12,3,5,4,0,3,3,5,1,3,20
MIMAT0000417,116,188,379,351,81,277,363,455,92,2388,1542,256,211,106,211,929,564,301,268,313,405,1451,187,1206,255,195,242,330,242,258,340,143,375,211,111,84,423,161,395,417,288,373,290,97,539,206,1099,360,90,123,359,186,263,778,164,377
MIMAT0000418,342,2090,1222,924,851,1673,1617,1584,1716,3496,352,1327,311,1317,775,1154,1400,2747,10032,2573,1308,3396,3166,448,1946,235,789,1933,1052,1160,2589,849,3775,1045,1732,524,5184,1532,1950,2138,957,1299,1272,866,1669,2440,1894,3051,920,1247,3675,1859,556,357,1887,1902
MIMAT0000419,384,962,1287,436,307,1425,1039,1338,474,2723,233,1093,200,1097,201,1032,1657,1355,2961,1963,1374,2991,931,346,790,100,630,1385,561,1047,1666,485,1582,482,1080,269,3730,917,1236,1665,1060,1249,602,655,1285,1488,1790,1037,394,695,1709,1529,337,351,1090,1392
MIMAT0000420,903,470,991,594,95,1351,614,895,316,458,1154,1522,412,326,380,1735,519,715,552,833,1099,1173,438,1771,1268,331,1525,1062,352,939,658,303,348,573,146,437,1475,721,1090,1105,395,1635,828,350,1215,2279,775,1019,431,179,673,2733,4803,2785,695,428
MIMAT0000421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0000422,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,3,0,0,0,0
MIMAT0000423,344,894,1416,232,364,1473,388,1240,461,7518,554,903,1177,748,1599,293,372,1092,1977,569,2483,3710,2493,535,631,157,518,3319,1030,607,733,376,1849,274,1179,363,4500,384,1182,1557,1316,774,1982,1669,1285,2361,1564,442,439,810,1837,850,379,497,1162,576
MIMAT0000424,50,139,238,309,90,313,289,475,201,2528,96,136,95,103,113,527,162,164,333,196,702,234,419,113,153,59,220,241,410,180,605,124,411,329,128,59,1070,140,289,227,205,75,486,110,295,490,238,248,112,147,687,150,277,196,218,360
MIMAT0000425,84,108,148,37,52,165,31,364,22,194,84,155,116,63,59,39,160,156,120,201,671,123,117,33,81,28,92,268,116,106,72,31,76,86,74,17,369,33,114,129,151,156,187,149,391,114,222,51,54,25,104,93,35,62,64,216
MIMAT0000426,14,58,140,35,41,95,42,128,43,902,121,36,85,52,142,125,60,117,128,73,311,62,243,68,53,45,81,214,101,84,54,15,159,98,74,30,240,34,88,113,151,99,277,104,96,193,87,367,66,64,251,32,59,46,74,52
MIMAT0000427,0,3,2,1,4,4,1,11,2,10,4,3,2,13,8,1,5,1,4,0,27,6,2,0,4,1,1,9,1,5,2,0,4,1,3,2,43,2,9,7,4,5,2,3,6,5,5,1,0,1,2,2,3,2,5,7
MIMAT0000428,0,0,1,1,0,2,2,1,1,0,7,44,2,3,1,3,0,0,1,0,0,5,0,6,0,0,0,1,1,0,0,3,2,1,0,6,1,0,0,0,0,5,0,1,3,0,5,1,1,0,0,2,0,7,0,0
MIMAT0000429,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,4,0,0,4,1,0,0,0,0
MIMAT0000430,0,0,1,0,0,0,0,1,0,3,2,2,0,0,0,0,1,0,5,1,4,0,0,0,1,1,0,1,0,2,0,0,2,1,0,0,2,0,0,0,0,0,5,1,0,1,2,0,1,0,2,1,1,4,0,0
MIMAT0000431,7,31,61,32,13,86,33,99,28,129,123,34,44,36,24,35,80,39,57,43,221,78,116,83,37,27,62,166,41,66,35,32,52,47,40,34,119,39,115,135,94,57,173,51,135,134,92,45,36,18,89,52,41,31,55,50
MIMAT0000432,777,2281,1114,2014,429,3377,1398,2381,1048,12849,7419,1408,1673,1005,460,2371,6110,559,1115,1221,2541,4524,1988,4431,3024,1909,2691,1284,2146,1213,3013,1856,1908,3098,773,1941,4497,3361,3492,1694,860,4285,1318,1009,4171,1756,4771,3047,566,1061,2853,1765,3214,17090,813,2244
MIMAT0000433,39,119,283,561,29,78,472,247,117,113,255,297,81,47,67,166,325,23,863,323,504,206,271,85,358,64,158,625,77,650,810,584,88,137,104,338,115,118,897,316,193,91,1814,67,424,269,321,122,236,23,368,233,275,24,117,464
MIMAT0000434,788,3336,6656,10417,864,3059,9956,6953,5605,5066,15621,4779,5075,1325,1649,7440,8524,631,12117,5225,20657,8877,13937,4750,4999,6769,5227,34673,4793,11053,7473,8608,4478,11293,4047,5675,4003,2451,14471,8946,10499,4997,66201,3828,28602,13474,10517,6319,14473,1413,16526,3057,12517,1344,9465,6871
MIMAT0000435,22045,47740,125719,15362,35787,72908,95944,203016,75942,241939,2155,84225,24546,44860,39222,9530,87301,65368,152345,45992,109681,78741,144924,2493,93767,3706,59050,60152,38205,79419,86942,26008,123276,16391,87671,17665,348485,31162,70866,110418,134778,3237,182851,39080,84249,147405,176324,79561,13692,35241,211244,80830,30696,2606,89592,145295
MIMAT0000436,0,3,6,1,0,1,7,3,1,6,0,3,1,0,0,3,0,1,1,8,12,2,4,0,4,1,5,11,1,21,2,6,5,2,1,0,5,2,9,8,3,0,5,3,21,2,2,10,0,0,4,2,5,0,4,7
MIMAT0000437,731,2747,2896,605,694,3492,957,3808,950,4893,1501,1395,2310,4772,4344,835,2667,5260,3037,1261,8332,5993,3256,1052,1621,840,2006,5980,1362,1909,941,1198,3160,1573,1291,752,5377,1620,2754,4394,3650,2547,2725,2034,3024,4362,4646,2114,891,1121,3588,2049,1169,910,2297,2060
MIMAT0000438,157,839,607,270,229,855,297,636,418,2511,77,404,134,643,112,154,406,553,1977,927,424,664,854,43,879,431,413,643,264,562,797,372,1067,325,445,165,2025,655,612,593,465,170,623,491,613,810,664,345,459,467,784,1245,127,57,510,942
MIMAT0000439,4,2,3,2,2,5,1,1,0,4,3,1,0,3,2,1,3,2,5,0,14,14,8,0,0,2,1,3,2,1,0,1,5,1,1,3,4,6,50,9,8,2,5,1,3,9,9,2,1,2,6,13,1,2,1,2
MIMAT0000440,707,1688,927,2862,410,2851,5792,2221,771,5908,9096,2565,2722,2789,2356,2637,3595,3498,2222,3886,5126,15675,1504,9132,3190,2755,1305,4220,1211,1221,1790,1437,1688,2455,783,3164,9359,5322,3183,4574,1374,2753,2016,683,9580,2821,6192,2181,1429,1368,2756,3358,2356,8200,1477,1046
MIMAT0000441,72,1727,3478,889,247,3005,562,4124,284,4167,863,430,1982,2605,5392,6229,1894,63,1292,150,21129,763,11332,4481,1856,993,3357,2214,577,1167,899,192,719,431,23426,1586,2829,844,852,417,1093,15342,1952,1341,2248,1911,2975,11411,650,4371,43434,10426,644,2732,3671,1411
MIMAT0000442,0,2,6,2,0,4,0,4,0,8,1,1,2,3,4,6,3,1,3,1,26,2,6,8,0,1,5,2,1,1,1,0,3,0,17,3,2,0,1,1,2,17,1,1,2,1,2,15,0,6,22,12,1,5,6,3
MIMAT0000443,565,1066,396,883,543,1995,482,1462,913,7580,1054,1200,2001,775,1366,770,904,1069,1346,1168,2237,3579,2735,734,1767,498,658,1972,3062,511,1275,433,4045,583,633,331,4093,508,886,2519,1110,892,1493,1617,2451,2186,1947,445,529,788,1750,1371,223,390,1560,628
MIMAT0000444,161,255,1102,264,127,265,549,415,290,790,295,846,233,209,86,147,304,189,791,228,749,633,643,151,298,76,513,902,259,597,375,565,182,101,152,311,703,292,1202,546,464,235,1283,251,957,1563,871,366,51,274,627,421,685,149,241,464
MIMAT0000445,819,5999,11337,5881,1359,6989,5089,7654,3991,9360,13870,4720,3326,3990,3220,5783,6294,4788,4929,3347,14879,5206,12823,7020,5250,6317,4413,25008,3416,8670,3282,6635,3162,8214,3165,4014,8477,4818,11622,8119,7585,5281,20016,4318,15285,21215,8737,4606,2819,2313,10417,6892,7598,4897,3826,6908
MIMAT0000446,137,703,1207,201,490,1270,1551,1557,1028,7474,463,494,491,903,929,303,731,1343,1403,522,1296,676,2011,102,676,120,285,1749,734,939,776,314,2026,393,824,192,7903,354,906,1623,1104,232,2127,1141,1270,1520,987,609,387,743,31154,603,297,169,993,574
MIMAT0000447,385,1532,1505,377,682,1120,5228,1015,1611,2969,547,1302,479,1896,1117,436,1161,976,1361,684,729,799,1938,130,1114,160,402,1740,712,1197,926,625,1686,474,711,518,5758,505,1217,1253,884,225,1515,875,1489,2076,939,755,535,482,12333,1342,572,223,698,553
MIMAT0000448,24,63,56,28,26,100,59,61,81,338,54,92,30,74,22,24,116,12,94,62,107,41,119,21,57,20,54,133,73,51,64,23,101,37,72,24,354,25,77,77,70,23,134,123,144,139,83,41,34,56,1753,63,22,27,76,44
MIMAT0000449,81,124,244,287,53,116,216,306,268,164,709,198,182,49,212,156,263,114,371,258,754,169,292,383,177,350,178,863,112,583,241,320,137,316,131,248,134,99,533,336,289,113,1282,179,536,388,389,527,381,48,501,151,313,95,293,272
MIMAT0000450,1258,159,541,125,39,304,1016,239,28,47,797,1124,655,464,221,412,120,241,91,1231,1421,1292,253,53,710,70,607,1457,163,430,686,36,129,44,28,63,881,444,951,555,110,105,115,259,266,84,515,119,547,217,224,3467,164,463,48,110
MIMAT0000451,84,360,2249,1670,187,210,4743,1668,808,975,2208,937,1563,43,1752,904,850,87,1634,568,5829,168,3573,1031,523,986,457,15473,1008,2915,2498,1495,397,537,525,1000,741,279,2828,3862,1768,90,28214,1227,4541,3682,1343,933,2336,135,3600,332,708,74,1936,1186
MIMAT0000452,1,10,12,9,4,15,16,7,8,23,8,19,6,21,7,4,10,9,12,10,13,18,9,0,8,3,3,30,12,5,11,1,5,4,4,1,30,5,18,11,8,8,17,14,12,8,21,6,7,8,90,18,5,4,12,1
MIMAT0000453,0,5,3,0,1,3,10,3,7,23,5,0,10,4,1,1,7,6,9,3,3,1,4,0,0,1,1,1,3,8,8,2,1,4,1,1,26,1,9,3,5,2,12,1,0,8,3,1,0,1,151,6,5,2,7,2
MIMAT0000454,8,8,64,0,3,55,74,40,649,544,3,124,3,1254,329,25,5,857,23,214,18,265,66,0,145,73,10,78,32,2708,1988,41,10,605,15620,513,216,137,533,1316,10,1,3,39,6,8,2,1,108,52,13,187,16,25,85,10
MIMAT0000455,18,114,108,160,80,102,62,235,75,820,82,79,63,90,41,195,128,55,358,136,252,153,152,89,131,77,158,120,119,222,421,105,115,409,77,92,305,96,256,97,150,65,149,58,187,157,145,112,79,68,144,108,91,93,69,400
MIMAT0000456,315,487,369,413,139,797,488,745,413,1515,867,685,499,432,408,654,911,219,1452,484,1180,811,702,1054,472,448,747,903,494,509,1095,425,626,677,283,319,1287,584,1346,537,687,370,1157,302,1334,966,1788,530,469,512,923,519,702,1232,600,741
MIMAT0000457,0,0,4,0,0,3,20,2,0,2,0,4,1,0,1,2,11,0,6,2,11,5,1,6,6,2,4,4,1,2,2,1,4,1,0,2,6,7,9,14,4,3,10,1,2,3,10,17,2,1,11,6,3,4,4,5
MIMAT0000458,1,5,4,2,0,22,2,4,3,18,1,3,2,5,0,1,9,1,14,4,14,11,4,1,4,1,6,6,3,5,8,7,9,14,3,2,10,5,8,8,4,3,8,7,6,9,10,3,2,5,2,4,3,4,3,11
MIMAT0000459,4,32,40,34,17,78,53,51,76,540,103,12,14,16,47,62,76,16,42,49,65,72,57,24,21,13,72,79,21,28,25,6,37,26,17,32,86,18,112,33,41,24,67,22,75,48,156,56,10,16,52,114,35,85,59,35
MIMAT0000460,134,358,314,763,229,995,432,587,223,1430,417,335,231,646,1139,1000,572,199,801,451,814,275,298,311,485,295,365,732,350,450,1511,151,366,748,313,175,1389,241,981,301,208,147,533,180,570,628,127,362,307,376,382,299,643,786,300,220
MIMAT0000461,42,43,132,32,21,25,47,117,48,164,32,50,44,21,24,35,91,47,165,64,129,42,71,13,70,11,63,80,46,98,84,45,44,18,22,22,264,32,154,89,28,47,218,58,82,84,109,29,18,26,65,66,22,49,31,84
MIMAT0000462,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
MIMAT0000510,506,1645,310,169,71,1316,699,903,331,1235,725,700,653,364,1434,511,984,763,383,721,1464,1248,601,577,524,457,695,992,580,779,1253,316,1507,1746,213,203,1822,419,841,1235,396,2043,1379,449,771,1204,746,758,315,328,706,280,297,836,479,1853
MIMAT0000617,4217,16004,9131,17618,8183,43080,12987,32348,9837,152050,13728,10347,16951,5258,20439,14800,31064,28576,10248,12340,29612,16105,30876,8678,19320,21621,23464,12107,23797,9168,20467,13341,28691,34370,11067,13116,50098,30980,29866,24218,9239,31042,16395,9382,39422,23509,27853,34865,4762,14827,42191,6895,32893,31981,12164,19485
MIMAT0000646,263,577,901,522,128,657,1077,1041,833,891,2994,972,456,163,527,709,1801,320,1447,1029,2604,514,772,712,685,1362,928,2192,386,2029,894,865,680,2113,436,294,1052,273,1752,1578,1277,487,5482,300,2822,1271,3014,585,1499,184,1297,419,587,601,1129,1074
MIMAT0000680,221,248,703,342,107,716,679,947,123,1930,504,327,260,86,123,1351,1311,349,617,332,1269,214,454,423,192,105,568,638,369,495,795,183,443,290,174,144,878,217,718,500,561,675,922,270,829,861,1096,401,123,230,652,445,506,1145,249,711
MIMAT0000681,261,776,3455,1589,455,3236,4244,2682,2404,12817,1449,520,1412,593,1232,1306,4608,1556,8028,2111,3395,2842,6992,1327,1729,806,3335,3830,1771,3520,4309,1025,1025,1635,1052,1266,6013,789,4354,3608,1477,3733,9091,859,4990,2922,2074,1365,850,1035,2236,3283,1228,712,3066,2194
MIMAT0000682,145,980,238,214,156,1867,320,482,195,971,1196,207,102,180,285,1657,797,304,150,439,870,756,474,3841,631,252,779,704,724,391,1136,341,610,879,86,352,973,428,344,805,328,981,171,139,396,17,511,461,257,146,689,343,1112,2465,361,455
MIMAT0000685,0,0,3,1,0,7,0,3,1,1,3,2,4,0,1,0,1,1,0,1,5,3,1,0,2,1,1,3,0,0,0,2,1,0,0,0,8,1,0,9,0,2,1,1,0,1,1,0,1,1,2,0,1,1,1,0
MIMAT0000686,1,15,6,0,4,46,2,19,2,20,15,14,3,10,4,3,8,12,10,2,33,6,5,6,11,5,11,8,6,4,4,4,6,10,2,2,50,4,11,87,8,33,13,10,9,10,1,4,5,6,8,4,4,7,7,6
MIMAT0000687,0,0,3,0,2,0,1,1,1,1,3,1,0,0,1,0,1,0,1,1,5,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,5,0,3,2,3,0,1,1,1,0,1,0,1,0,7,0,0,0,1,1
MIMAT0000688,2,28,10,31,1,20,16,44,16,15,41,47,167,14,2,86,33,8,27,41,303,35,7,40,27,18,70,28,6,15,24,16,20,33,22,7,22,41,13,32,17,28,33,34,40,58,21,76,32,8,52,107,10,66,13,51
MIMAT0000689,82556,91676,22881,83407,48178,107576,76485,126227,79142,283477,48247,157965,79143,56437,106069,77712,65061,57433,50767,129965,106403,105882,155174,40770,155467,25039,44532,176881,142165,44807,78920,35819,343971,63142,39172,26859,220422,41207,73125,169311,68690,25900,102727,63956,124670,234860,105766,24842,46208,65277,109947,150614,14432,29311,107561,57763
MIMAT0000690,0,5,8,1,0,9,34,7,2,2,1,14,24,34,2,45,5,6,7,19,16,18,2,4,16,0,7,6,3,1,8,4,6,15,1,1,12,37,150,10,4,23,16,7,4,8,45,6,1,16,8,37,5,0,3,0
MIMAT0000691,23,30,27,41,15,198,32,62,9,76,24,41,16,20,10,30,72,27,26,21,83,35,17,28,40,10,24,34,29,30,39,5,12,43,12,15,33,19,27,22,64,44,42,14,46,45,69,26,8,25,35,30,14,123,18,41
MIMAT0000692,4220,11360,11188,12853,3648,16061,23935,10912,13908,27540,13970,9963,10132,7267,4607,15486,14514,3244,31732,7665,22903,19187,19156,10568,21511,13070,12906,28029,15010,10898,19265,10053,10809,17523,5622,13325,22704,13529,24141,12015,10539,57539,43143,9676,30109,19101,11245,8031,11522,4672,15106,11044,10833,13634,11965,13138
MIMAT0000693,6908,3486,11807,2842,4536,12987,15501,21664,11215,28509,6441,12368,7395,3152,5526,4575,10692,3027,11925,5167,13883,14841,22964,4500,6842,2544,9177,26310,8655,11195,11270,2377,16750,4047,6889,3768,26212,3648,19097,11801,11605,22140,33963,6789,19036,22736,11729,8469,3445,5585,16699,6150,6472,5743,11291,13042
MIMAT0000703,68,167,389,351,104,452,257,459,187,1369,437,140,189,197,257,535,225,246,296,260,724,324,519,286,265,110,420,531,364,186,203,94,389,343,99,133,831,183,309,479,294,417,521,254,585,403,394,355,204,165,631,106,222,460,219,237
MIMAT0000705,7,12,8,10,5,10,12,30,8,18,18,49,20,37,19,18,22,8,31,12,44,14,11,28,6,3,16,28,9,9,8,12,4,27,7,4,16,14,23,18,28,13,26,19,11,26,20,10,7,3,21,5,48,14,10,28
MIMAT0000707,5,8,49,0,2,59,212,16,8,94,35,10,5,4,31,23,57,69,4,19,15,54,23,129,3,7,58,60,27,14,75,4,4,25,35,20,45,57,34,23,15,51,34,2,103,129,117,58,12,10,63,40,28,143,7,12
MIMAT0000710,37,109,81,71,92,275,138,179,240,1374,184,182,98,92,612,100,153,329,154,198,183,541,108,67,144,81,176,237,104,117,260,57,263,133,94,43,368,89,256,244,145,151,175,57,152,235,404,250,39,96,193,141,282,177,290,178
MIMAT0000715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0000720,1,2,18,1,6,7,8,8,8,8,8,12,3,8,6,4,16,16,3,6,14,11,3,3,3,3,9,19,4,12,4,0,10,2,3,2,36,0,10,15,10,13,12,8,4,11,8,5,8,5,86,13,2,9,1,8
MIMAT0000721,4,10,22,7,7,17,32,15,15,35,7,7,7,13,4,5,22,10,17,17,14,21,7,2,6,0,7,22,8,12,14,3,8,6,11,3,56,2,12,19,20,3,22,15,13,17,27,2,4,4,215,15,8,5,12,14
MIMAT0000722,1,12,14,11,11,17,29,13,14,73,3,7,9,30,6,7,12,1,15,8,13,16,25,0,18,1,5,20,9,6,6,10,36,5,19,10,73,11,13,13,10,1,21,8,20,19,17,8,0,10,873,12,4,5,11,4
MIMAT0000723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MIMAT0000724,0,0,3,0,0,1,1,4,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,3,0,0,0,3,0,1,0,0,1,0,38,0,3,0,2,1,0,0,13,1,0,0,0,0,1,0,0,0,1,1,0,0
MIMAT0000726,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0000727,17,55,101,33,15,204,52,134,29,287,62,17,43,22,16,49,91,17,76,37,197,73,69,71,32,31,69,78,59,70,45,29,66,111,40,22,78,25,88,77,69,54,144,50,82,87,81,22,43,22,44,19,52,85,48,70
MIMAT0000728,39450,77996,70672,52208,18135,20927,28010,6533,17304,343319,25502,38409,4125,99137,221761,316191,24273,37139,30985,123826,41478,21820,19582,27290,101981,15970,11001,46434,33971,29016,106679,16922,17127,29242,2405,89333,2151,134191,153541,137110,19960,41068,34536,3679,22913,49146,41713,59677,34011,10581,50592,117965,82664,992873,12316,54593
MIMAT0000729,2,1,3,0,0,1,3,0,0,0,6,0,1,1,0,0,2,1,2,0,2,4,1,1,1,0,0,2,0,0,0,0,1,0,0,1,2,0,0,1,2,2,1,0,3,4,1,0,0,0,48,2,0,1,0,1
MIMAT0000730,0,2,3,1,1,2,4,2,1,8,2,1,3,2,1,2,13,2,3,2,7,3,2,2,1,0,3,1,4,0,3,0,2,1,0,0,17,0,3,2,1,1,3,2,3,6,2,1,1,0,40,3,0,1,1,1
MIMAT0000731,30,26,155,33,10,74,62,95,24,561,51,22,65,40,43,58,139,46,80,19,347,29,168,28,36,3,23,377,33,104,32,75,50,38,164,33,80,22,249,95,162,30,126,47,139,207,204,192,10,36,117,36,101,18,165,77
MIMAT0000732,209,394,884,539,86,364,455,282,181,2584,465,230,360,639,272,657,1182,236,1169,309,1305,183,711,201,326,89,217,1233,253,904,371,867,282,704,830,418,250,227,2338,331,796,159,540,200,577,893,1368,892,225,145,529,241,1005,217,468,877
MIMAT0000733,189,1365,3334,298,998,1779,3350,2025,1500,7728,428,905,559,2176,941,526,1381,1367,1807,999,1274,877,2726,78,902,102,676,1856,823,1696,895,395,3064,555,1023,324,8011,458,1843,2204,1495,219,2122,1334,1457,3057,1430,970,482,1014,12840,697,523,202,910,1027
MIMAT0000734,0,1,0,0,2,2,3,0,1,9,4,2,2,1,1,0,4,1,1,2,3,0,1,0,0,0,0,1,0,2,0,0,1,1,0,0,2,1,0,0,5,0,2,1,3,2,0,0,1,0,16,1,0,0,0,1
MIMAT0000735,0,0,0,0,0,1,1,1,1,2,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,9,0,0,0,0,0
MIMAT0000736,6,17,87,7,15,45,39,72,53,323,24,22,20,63,33,31,48,35,81,31,69,33,75,11,34,7,27,86,23,53,31,11,66,25,42,14,273,16,58,68,56,12,117,55,53,58,36,27,9,24,287,17,15,8,46,49
